CONFIGURATION:
experiment file = experiments/transformation_invariance_testing.py
git branch = main
git commit hash = 601948e7077f0d767811f4d7a7b08fcbcde09a38
uncommitted changes = True
seed = 42
engine_config_name = leela_local_1600_nodes.ini
data_config_name = fens_board_transformations.ini
address = 127.0.0.1
port = 50001
password = password
remove_pawns = False
num_positions = 50000
transformations = ['rot180']
result_subdir = 

fen,original,rot180
Q7/8/5b2/Bb6/2q3K1/3k2B1/8/8 w - - 0 53,-0.053000000000000005,-0.064
1r2k3/7K/6N1/6R1/1n2r3/8/8/6R1 w - - 7 57,0.049,0.057999999999999996
6b1/k7/B7/K2n4/8/B2N4/2b5/8 w - - 3 33,0.045,0.06799999999999999
7r/N2N3n/2R5/5K2/1k6/8/8/3n4 w - - 9 54,0.06599999999999999,0.079
8/1K3r1n/8/1B6/5N2/2b5/5R2/2k5 w - - 0 39,0.112,0.056
8/2b3k1/8/4q3/4r3/1R6/3B4/K3Q3 w - - 7 64,-0.03,-0.026000000000000002
2R3b1/3B1k2/3K4/6n1/8/N7/6r1/8 w - - 3 46,0.047,0.067
1N6/8/6B1/knR5/6K1/8/8/r6b w - - 3 69,0.074,0.054
2B4R/8/4K3/8/r7/8/4bk2/1nN5 w - - 1 38,0.058,0.039
1QB3b1/8/8/3K1B2/7q/8/8/2k3b1 w - - 0 32,-0.04200000000000001,-0.028
8/2R5/8/1rN4B/3K4/8/8/2bnk3 w - - 1 69,0.055,0.039
6K1/8/8/n1NR1N2/8/7k/2n5/7r w - - 18 68,0.08,0.061
8/6r1/3n3r/1R6/8/5K2/1R6/1N4k1 w - - 18 64,-0.069,-0.077
n7/2b5/r1k1N3/7R/1B6/8/2K5/8 w - - 4 65,0.047,0.063
1Q6/4b3/4k1B1/8/8/8/3n2K1/3q3N w - - 3 32,0.044,0.06899999999999999
5q2/8/2B2b2/3Q1KbB/8/8/8/1k6 w - - 8 52,0.081,0.086
8/8/8/4RK1k/3b4/6B1/1r6/B4b2 w - - 8 66,0.057,0.033
6kq/1N2K3/7n/4n3/1Q6/8/3N4/8 w - - 6 35,-0.051000000000000004,-0.067
4R3/r7/1k2B3/8/8/6Q1/4K3/2q2b2 w - - 3 53,-0.008,-0.03
8/K1k5/5qB1/nb6/8/8/8/2N3Q1 w - - 8 40,-0.065,-0.045
8/2K3b1/5kB1/8/8/1N6/6R1/5r1n w - - 11 43,0.076,0.06999999999999999
r7/4b3/5n2/6k1/3N4/4K3/1B6/4R3 w - - 6 32,0.056999999999999995,0.062000000000000006
8/1B6/8/3R4/2N5/1nK5/7r/2kb4 w - - 13 52,0.07400000000000001,0.041
4n2k/8/1N4RK/8/8/n5Nr/8/8 w - - 4 57,0.059,0.08900000000000001
8/b1n5/3N4/5R2/8/7r/7B/k5K1 w - - 0 36,0.079,0.057
2n4n/k7/8/NK6/2N5/2b5/7B/8 w - - 17 56,0.047,0.072
4R3/2K5/7k/R3Br2/7r/8/4b3/8 w - - 11 40,0.08,0.08299999999999999
r7/4RR2/3k4/r7/8/8/nK3N2/8 w - - 11 38,0.049999999999999996,0.065
7b/1r3B2/1n6/5R2/8/K7/8/1k4N1 w - - 4 34,0.04100000000000001,0.03
2k1B3/b7/8/7R/5B2/r7/4b1K1/8 w - - 17 60,0.061,0.049999999999999996
6nk/8/BK6/8/1Q6/3N4/7q/3b4 w - - 8 39,0.076,0.079
4K2n/1N6/8/3R4/8/7r/8/k1N3n1 w - - 9 56,0.06699999999999999,0.053000000000000005
8/2q5/2bR4/3K3k/7r/2B5/8/1Q6 w - - 13 58,0.076,0.07800000000000001
Q2N4/8/8/5k2/Bnq5/1b6/8/3K4 w - - 11 50,-0.03,-0.05299999999999999
3b4/1k3B1q/8/6K1/2Q5/8/8/1b4B1 w - - 9 54,-0.023,-0.04599999999999999
6k1/8/3q4/6BB/7Q/1b1b4/8/6K1 w - - 0 51,0.057,0.07
8/4K3/5b2/8/8/1bq5/6BQ/4k1B1 w - - 4 38,-0.08399999999999999,-0.052
4Q3/6bn/1K2N3/8/8/2q5/7B/2k5 w - - 5 55,0.086,0.047
8/8/7B/8/3n4/K1r3N1/2b3R1/4k3 w - - 4 44,0.075,0.066
8/8/8/1N5k/5n2/Q4N2/3K4/4n2q w - - 10 49,0.047999999999999994,0.061
8/3R4/8/1nr5/7B/8/8/2K1Nb1k w - - 9 57,0.118,0.063
8/8/n2N1Q2/4K3/1q6/5N2/6k1/3n4 w - - 4 34,0.06999999999999999,0.045
2b1k3/8/5B2/7R/2r4N/8/1K6/7n w - - 0 39,0.06199999999999999,0.06899999999999999
8/4k3/3r4/3qr3/8/Q1R2R2/6K1/8 w - - 11 51,0.071,0.063
4B1N1/n7/1R6/8/2K4b/7r/8/3k4 w - - 6 52,0.072,0.045000000000000005
n4N2/1n6/2k1N3/8/8/5K2/3R4/r7 w - - 0 42,0.049,0.06899999999999999
4k3/8/1r3K2/7r/8/2R5/2B3b1/2R5 w - - 15 60,-0.07600000000000001,-0.07300000000000001
4KR2/r3b3/8/8/r4R2/8/3B3k/8 w - - 11 64,0.044,0.054
2k5/8/N4r2/2N5/8/R4n1K/8/5n2 w - - 11 37,0.048,0.066
1r3n2/6n1/8/N6K/5N2/8/4R3/2k5 w - - 4 43,0.079,0.072
1b6/2b5/2B5/7k/3B3r/2K2R2/8/8 w - - 3 48,0.06399999999999999,0.063
8/2r5/1RN5/B5K1/2b2n2/6k1/8/8 w - - 11 51,0.063,0.044000000000000004
8/3k4/2n3q1/2Q5/2N5/3r4/1K6/1R6 w - - 9 43,0.063,0.07999999999999999
1n3B2/4N3/5b2/4k3/2K5/6r1/8/2R5 w - - 7 53,0.058,0.051000000000000004
K7/4k3/7B/2R3R1/rr1b4/8/8/8 w - - 7 68,-0.063,-0.048
2b5/6Q1/8/5K2/8/4k3/3nB3/6Nq w - - 13 46,-0.036000000000000004,-0.042
7k/1RR5/4K1r1/8/4n3/1N6/8/1r6 w - - 10 37,0.039999999999999994,0.05600000000000001
4B3/7b/8/3K4/8/Q7/7q/2B2kb1 w - - 18 57,0.044000000000000004,0.043000000000000003
2r5/R5R1/4N3/3K3n/8/3k4/4r3/8 w - - 9 31,0.094,0.072
1k6/N5R1/n7/7B/8/r6b/5K2/8 w - - 4 50,0.05,0.064
8/6r1/4R3/3K4/b3B2n/8/4k3/7N w - - 2 30,0.084,0.07
1k6/3K3B/8/3b4/3rr3/7R/8/2R5 w - - 15 53,0.071,0.073
8/1nQ5/5q2/8/8/B4b2/2N5/K4k2 w - - 9 37,0.07200000000000001,0.051
NNK5/8/8/1k6/4R3/8/n7/2n4r w - - 2 38,0.068,0.043000000000000003
8/3N1k1K/3b4/6n1/8/8/1r6/R5B1 w - - 0 43,-0.058,-0.078
4b3/R7/8/8/N5n1/5r2/7B/1k5K w - - 5 57,-0.065,-0.077
r3qQ2/7K/3Bb3/k7/7R/8/8/8 w - - 1 54,0.044,0.05
8/8/1R6/5r2/4Rr1k/8/3NK3/n7 w - - 4 44,0.061000000000000006,0.05800000000000001
8/8/2Q2b2/N3n1k1/8/3q4/8/2K3B1 w - - 0 67,-0.081,-0.103
6N1/2n5/1k6/7Q/7B/8/8/b3K2q w - - 2 55,-0.044000000000000004,-0.063
3br3/1R6/r7/5K2/5B2/2k5/7R/8 w - - 5 55,0.085,0.056
8/3R4/B7/8/6k1/2RK4/7r/1r1b4 w - - 17 70,0.066,0.063
8/8/1k4B1/4B2Q/2b5/6b1/1K6/4q3 w - - 17 57,0.056,0.09200000000000001
5N2/2n1k3/7R/r7/5R2/3r4/8/1K6 w - - 11 37,0.12400000000000001,0.10099999999999999
5n2/6n1/3N4/4N3/6KR/8/rk6/8 w - - 9 50,0.06599999999999999,0.102
4bN2/2K5/8/5k1b/8/1BB4n/8/8 w - - 0 54,0.067,0.033
7K/k7/3b1B2/1q6/7Q/8/r7/2R5 w - - 5 49,0.046,0.057
5K2/8/8/rr5n/5k2/8/N6R/4R3 w - - 2 46,-0.081,-0.051
n7/3N4/8/7b/4K1k1/8/8/B4b1B w - - 15 68,0.061,0.06899999999999999
4K1R1/8/b7/2B5/1n5r/k7/8/4N3 w - - 12 43,0.034,0.041
5R2/2r2B2/8/8/8/1b5B/K1k5/2b5 w - - 9 70,0.066,0.053
8/8/k6r/5b2/2K5/2R5/Nn6/5B2 w - - 3 52,0.038,0.05
8/8/8/8/2N1k3/2n1N3/7r/1RK1n3 w - - 8 31,-0.033,-0.047
r7/8/3b4/1k6/8/2R5/5BRr/6K1 w - - 14 57,0.05299999999999999,0.059000000000000004
8/8/8/6KB/b7/2B2R2/7b/1r4k1 w - - 6 33,0.101,0.06899999999999999
8/3q4/8/4n3/7R/5Q2/3k3N/4r1K1 w - - 5 37,0.057999999999999996,0.063
2q5/1b4K1/8/8/1B6/8/7n/Q3Nk2 w - - 12 42,0.065,0.056999999999999995
7K/6B1/8/R3b3/8/4r3/6k1/Q5q1 w - - 0 47,0.054,0.056999999999999995
1b6/8/3R4/2BR4/2K5/8/4k3/4r2r w - - 0 33,0.045,0.048
Q7/N7/7k/4b3/6Bn/8/q7/5K2 w - - 1 54,-0.064,-0.099
R7/8/8/1Rbrk3/3r4/2K5/5B2/8 w - - 13 45,0.033,0.044
3K3R/N7/3b4/7B/8/8/2n5/5r1k w - - 8 62,0.072,0.03
1Q3K2/8/N7/1n6/8/8/3kbB2/1q6 w - - 11 70,0.059,0.044
7b/8/1K4B1/B7/2N5/3n4/2b5/7k w - - 2 54,0.061000000000000006,0.040999999999999995
1n6/4k3/1K6/5n2/2N5/8/3N2Q1/4q3 w - - 6 50,0.045,0.099
8/3B4/8/2N5/4K2k/4R3/2n5/r3b3 w - - 4 64,0.08199999999999999,0.077
1b6/7K/8/2k5/8/8/3B4/1r2nRN1 w - - 7 66,0.056,0.075
8/8/2K5/1B1r4/7n/3R2N1/6b1/k7 w - - 9 35,0.072,0.059
5N2/6n1/8/8/1k1K3n/4N2r/3R4/8 w - - 2 61,0.05499999999999999,0.046
R4R2/3N4/8/6kr/8/3n4/4r1K1/8 w - - 3 49,0.05900000000000001,0.062000000000000006
8/8/5N1n/4B1nb/5K1k/8/8/6N1 w - - 3 51,0.051,0.053
2N2R2/8/k4K2/8/8/8/3rbB2/1n6 w - - 10 33,0.06,0.06899999999999999
6K1/1n6/5N2/7B/3r1b2/8/R7/6k1 w - - 16 52,0.062000000000000006,0.047999999999999994
2r5/8/8/8/B2k2K1/b7/4RNn1/8 w - - 0 31,0.078,0.08399999999999999
b3B3/8/n6k/2K5/3N2b1/2B5/8/8 w - - 19 61,0.052,0.062
8/7r/6N1/8/8/1K4k1/1n2q3/RQ6 w - - 9 68,0.043,0.04599999999999999
K7/8/7B/1k6/3q4/8/5b1b/1BQ5 w - - 9 31,-0.078,-0.096
8/4R3/1R6/r5k1/8/8/4K2n/1N5r w - - 11 52,0.063,0.064
8/n2N4/8/5R2/3K4/2R5/8/1r1k3r w - - 6 32,0.064,0.062
R6N/K5k1/n7/8/r7/8/3n4/4N3 w - - 8 37,-0.046,-0.047
8/7q/8/4k3/3R4/5rb1/8/Q3KB2 w - - 13 61,0.057,0.053000000000000005
n7/8/1K5n/5k2/4N2r/2N5/6R1/8 w - - 6 40,0.048,0.063
1B3Q2/5K2/n1q5/2N5/6k1/8/b7/8 w - - 6 34,-0.064,-0.036000000000000004
8/1N6/2K4q/1Q6/5n2/5B2/3k1b2/8 w - - 8 52,0.062,0.054000000000000006
8/2B5/r2K4/8/8/n6k/1R6/3N1b2 w - - 7 47,0.088,0.054
8/6Q1/q7/1b1k1B2/4R3/1r6/8/5K2 w - - 13 59,-0.012999999999999998,-0.030000000000000013
1n6/8/3r4/3k4/2R5/1K2R3/8/2N3r1 w - - 0 31,0.054,0.059
8/4n2r/8/1R6/7k/8/r7/1N2RK2 w - - 18 60,0.052,0.08
R7/1r4nK/6R1/2k4r/8/8/5N2/8 w - - 3 42,-0.04800000000000001,-0.045
8/5Q2/7K/8/8/5b1B/1B1k1q2/6b1 w - - 3 30,0.063,0.054000000000000006
6B1/4q3/2Q5/8/5n2/7k/2N5/2K1b3 w - - 1 70,0.05299999999999999,0.05
n7/8/1K2R2B/3r4/8/2b5/8/k1N5 w - - 2 70,0.08,0.055999999999999994
8/rb6/6K1/8/5R2/1R6/3r4/kB6 w - - 0 69,0.034999999999999996,0.037
3B4/K7/4k3/5r2/r7/8/1R1R4/2b5 w - - 13 43,-0.065,-0.041
5N2/8/8/K3Q1N1/2k5/2n5/q7/2n5 w - - 1 38,-0.079,-0.062
8/8/n4q2/7k/NK2Q3/3N4/7n/8 w - - 9 31,0.047,0.064
8/3N4/4N3/nn4K1/r7/8/6R1/4k3 w - - 6 70,0.103,0.046
8/8/1B2b3/2K5/5q2/5b2/2Q1B3/7k w - - 9 32,0.034999999999999996,0.033999999999999996
1b6/8/8/6B1/4Qn2/4N1k1/3K1q2/8 w - - 11 43,0.045,0.048
1K1k4/8/8/4q1nQ/8/1N5n/4N3/8 w - - 6 55,-0.068,-0.063
6Q1/2N5/8/4B3/1b4K1/8/2q5/1n5k w - - 4 31,0.039,0.026000000000000002
6kb/1r4n1/2R5/8/3B4/K7/6N1/8 w - - 8 33,0.047,0.064
7B/6r1/7b/3R4/1k6/8/8/nN3K2 w - - 6 38,0.085,0.11
8/6R1/2B5/7r/8/k4N2/4K2b/1n6 w - - 5 41,0.06799999999999999,0.072
1Q5K/7B/8/8/1Nn5/4q3/6k1/4b3 w - - 18 63,-0.07,-0.062
8/8/2N5/b1K1n3/k7/6Q1/4qB2/8 w - - 5 49,0.074,0.065
4N3/8/k7/5b2/n5r1/1R6/7K/B7 w - - 2 38,0.06,0.051
7b/8/1n6/2r5/6k1/5R2/3B1K2/2N5 w - - 15 50,0.058,0.07400000000000001
2K5/8/6b1/Q5N1/1B6/4kn2/8/3q4 w - - 18 64,0.05499999999999999,0.055
8/8/3N1k1K/6R1/5r2/3nN3/8/7n w - - 2 34,0.05,0.056
4b3/7B/8/8/6R1/2rn3N/8/4k2K w - - 10 45,0.052,0.034999999999999996
8/8/3N1R1K/5N2/5k2/2r5/8/5nn1 w - - 6 58,0.067,0.073
7n/8/5R2/B7/1K6/8/6r1/N1kb4 w - - 1 65,0.082,0.061
7b/8/7K/3B1k2/R7/8/1r4N1/6n1 w - - 7 50,0.048,0.061
1N1n1k2/8/4b3/2n3N1/8/6K1/3B4/8 w - - 4 36,0.057,0.074
3n4/2b1B3/K7/8/4B3/8/k7/b4N2 w - - 1 44,0.079,0.071
8/8/4n3/8/2R5/2rnNK2/3k2N1/8 w - - 2 49,0.043,0.05
k4r2/8/8/KR3bn1/B7/8/3N4/8 w - - 17 60,0.08,0.089
4n1b1/2K5/8/3q4/5B1N/3k4/8/2Q5 w - - 6 54,-0.068,-0.055999999999999994
8/6R1/2N1K1b1/6k1/5r2/7B/8/2n5 w - - 4 31,0.06699999999999999,0.072
8/1bb5/5B2/2KR4/k7/r7/8/4B3 w - - 6 40,0.05600000000000001,0.063
1K1b2q1/8/6k1/8/QB6/3N4/8/6n1 w - - 4 52,0.08,0.05
3N4/2N5/8/4n3/8/6n1/k3K2R/5r2 w - - 6 32,-0.062000000000000006,-0.048
2kq4/8/8/4Nn2/3r2R1/2K4Q/8/8 w - - 5 52,0.058,0.05500000000000001
7K/1R1R4/1B6/4b3/5r2/8/6k1/r7 w - - 0 48,-0.06399999999999999,-0.059000000000000004
8/2q1k3/7n/1Q6/N7/8/B2b4/7K w - - 7 60,0.054000000000000006,0.07
5B2/8/8/7R/5B2/1bk5/1b3K2/r7 w - - 1 32,0.128,0.063
K7/7R/2N5/3r1k1B/4n3/8/8/2b5 w - - 0 34,0.833,0.851
Q7/7k/K7/8/5r2/R5q1/2N5/5n2 w - - 19 66,0.945,0.942
8/6K1/N6R/3r4/Q7/8/7n/6kq w - - 7 35,0.939,0.942
2r5/RN2Bb2/8/2n5/4k3/8/2K5/8 w - - 14 46,0.986,0.972
1q6/3K4/6Q1/3R4/6R1/8/rk6/2r5 w - - 0 31,0.912,0.918
6R1/q1K5/5Q2/r6r/8/8/2k5/R7 w - - 8 48,-0.9339999999999999,-0.958
8/2kn4/3q4/4r3/4K3/8/6Q1/R3N3 w - - 0 35,-0.94,-0.932
8/2B3b1/2K1R3/8/q6k/r7/8/2Q5 w - - 6 43,-0.921,-0.923
k6r/1N6/2Bb4/3K1n2/8/8/8/1R6 w - - 6 35,1.0,1.0
6Q1/2k1r2K/8/7n/2N5/4q3/8/R7 w - - 13 47,-0.92,-0.906
8/b7/r7/7N/3K4/7B/3nk3/5R2 w - - 4 69,-0.936,-0.949
4r3/1q6/6K1/8/5k2/4n3/3Q1N2/R7 w - - 4 55,0.907,0.922
r2k2q1/8/8/2K4b/8/8/3B4/1Q1R4 w - - 11 37,0.977,1.0
8/8/5K2/1RN5/8/r5q1/nQ6/4k3 w - - 10 45,1.0,1.0
8/2q5/2k5/4b3/5N2/6QK/n1B5/8 w - - 17 62,0.903,0.895
Q5K1/8/1r4k1/8/1B6/1R6/4q3/6b1 w - - 6 33,0.917,0.929
1b2Q3/7B/7K/5B2/1q5b/1k6/8/8 w - - 2 37,0.045,0.034
r3b2r/8/8/8/3k1B2/6R1/2R3K1/8 w - - 4 49,0.055,0.076
r7/3b1B2/8/8/n1N4K/8/7R/2k5 w - - 14 50,0.064,0.06899999999999999
4b3/2n5/8/2B5/2N2K1r/5R2/8/k7 w - - 15 53,-0.048999999999999995,-0.032
6k1/8/1BK5/8/b7/2N4n/1R6/r7 w - - 11 62,0.06999999999999999,0.109
7k/B2b2q1/3b4/7K/6B1/7Q/8/8 w - - 17 58,0.065,0.064
7k/R7/2B1K3/8/8/7B/1b1r4/b7 w - - 4 53,0.041,0.08
bN6/B7/3n4/4k3/7Q/7K/8/2q5 w - - 1 61,0.078,0.073
3r3q/k1KQ4/1nR5/8/8/8/5N2/8 w - - 5 41,0.1,0.07100000000000001
2k5/8/8/1R4N1/KB6/8/n7/rb6 w - - 4 46,0.1,0.12000000000000001
2N2Q2/8/n1k5/7N/2n5/1q6/3K4/8 w - - 6 30,-0.077,-0.093
1B6/B4r2/2R4b/6k1/8/8/b7/2K5 w - - 8 56,0.06899999999999999,0.062000000000000006
8/5B2/3k2N1/1n4b1/8/6N1/8/2n1K3 w - - 15 50,0.053,0.064
6N1/3n4/8/5k2/5r1r/6R1/6K1/R7 w - - 0 44,0.044,0.07200000000000001
3R4/1K6/4r3/7R/n7/1r6/k2N4/8 w - - 1 43,0.089,0.053
8/k4b1B/6bQ/8/8/8/7B/5q1K w - - 13 42,-0.034,-0.065
3k4/8/1n2K3/3r4/1q6/8/3N2R1/3Q4 w - - 3 42,-0.08299999999999999,-0.047
q7/8/8/4Q3/6Nk/6b1/4Bn2/1K6 w - - 2 40,0.059,0.034
8/1b2n3/5q2/8/1B1K1k2/6N1/8/6Q1 w - - 3 36,-0.046,-0.025
8/8/4q3/8/1N4KQ/8/bk6/4B1n1 w - - 2 51,-0.043000000000000003,-0.07799999999999999
4n1B1/4R3/1kb1K3/8/7N/5r2/8/8 w - - 1 38,0.076,0.044
8/3b4/6R1/8/K1n5/2B5/4N2k/5r2 w - - 1 52,0.06999999999999999,0.067
4b3/3r4/1b3B1K/8/8/R6B/5k2/8 w - - 1 44,0.06699999999999999,0.034999999999999996
8/1R6/6k1/8/3B3n/1N6/r7/b5K1 w - - 5 37,0.06899999999999999,0.087
1N6/6N1/1k6/6n1/8/8/Q3n1K1/4q3 w - - 3 33,0.04200000000000001,0.064
1k6/7B/8/8/7n/Q7/3b4/NK1q4 w - - 18 68,0.059,0.096
6n1/3n3N/8/5R2/8/7k/r7/2K1N3 w - - 2 32,0.061,0.06899999999999999
8/1k1r4/4N2R/4R3/8/1r6/8/4K1n1 w - - 12 51,0.056999999999999995,0.04000000000000001
8/1K6/7N/1kb5/7R/7B/2n5/r7 w - - 10 57,0.062,0.053000000000000005
8/5K2/8/7N/2r4b/4k3/n5BR/8 w - - 5 67,0.06899999999999999,0.03899999999999999
7B/1k6/8/5N1b/2R2K2/8/2n4r/8 w - - 0 67,0.064,0.095
3r2k1/2K2n2/7n/7N/8/2N1R3/8/8 w - - 5 42,0.053000000000000005,0.075
2b5/8/6q1/4k3/4n3/1K6/Q3N3/4B3 w - - 21 70,0.049,0.08199999999999999
8/6k1/3qB1B1/8/6Q1/1K4b1/3b4/8 w - - 7 69,0.046,0.05500000000000001
r7/8/1r6/k7/n3N3/R7/7R/7K w - - 20 69,0.044,0.07700000000000001
1q2k1b1/6B1/8/8/8/b7/5Q2/2K3B1 w - - 5 33,-0.045,-0.067
6R1/8/B7/1R6/2r5/K1b5/4r3/2k5 w - - 4 60,0.094,0.07700000000000001
1n6/3b4/5B2/6R1/3K4/k6r/3N4/8 w - - 13 47,0.064,0.065
1K2r3/8/2r1b3/3k4/8/8/7B/4RR2 w - - 5 50,-0.043000000000000003,-0.062
8/5b2/8/8/1N1k2K1/1B4Q1/5q2/7n w - - 15 59,0.040999999999999995,0.041
r1B1k3/1RR5/8/8/2K5/5r2/8/4b3 w - - 2 48,0.046000000000000006,0.073
5B2/k4N2/8/3K3n/6R1/8/3b4/2r5 w - - 4 70,0.05,0.067
4k3/r7/3r4/6N1/3K4/5R2/6R1/7n w - - 10 70,0.063,0.06
8/2R1K3/1r6/8/k3N3/4R1nr/8/8 w - - 9 34,0.026999999999999996,0.041
8/8/7q/2kb1R1B/3r4/6Q1/8/3K4 w - - 13 59,-0.026999999999999996,-0.022999999999999993
Q7/7q/2K3N1/8/5n1N/4k3/8/2n5 w - - 2 48,0.066,0.065
nB1R4/8/8/5K2/k4N2/8/1b6/4r3 w - - 9 39,0.06899999999999999,0.057999999999999996
8/1Q6/8/r7/4Nn2/7k/3R1K1q/8 w - - 11 59,0.07299999999999998,0.09199999999999998
8/3R1R2/8/1r6/2rb4/8/1kBK4/8 w - - 1 31,0.08399999999999999,0.075
8/7k/1R6/2N1b3/8/4B3/6r1/4n1K1 w - - 16 62,0.057,0.08099999999999999
8/8/4R2R/3n3K/5r2/3k2N1/7r/8 w - - 0 38,-0.10500000000000001,-0.099
8/8/r7/2k5/7R/3R2K1/n3N3/r7 w - - 10 64,0.08299999999999999,0.088
5n2/8/8/6N1/8/6B1/2KN2b1/n5k1 w - - 18 62,0.08,0.051
1N6/3Q4/1K1r2q1/5R2/1k6/3n4/8/8 w - - 4 46,-0.093,-0.059
k7/8/3K4/5N2/2n3B1/1b6/b7/5B2 w - - 9 64,0.054,0.089
8/3Q4/8/2B5/8/R7/4K3/br2q2k w - - 5 37,-0.010000000000000009,-0.020000000000000004
k4r2/8/1Q3B2/8/2K5/5b2/2q5/4R3 w - - 10 51,-0.043,-0.05600000000000001
8/q7/1n6/8/k3B3/2b3K1/8/N6Q w - - 16 51,0.06999999999999999,0.056999999999999995
4B1b1/R1K5/8/8/8/3b4/5B2/2k4r w - - 7 35,0.061000000000000006,0.042
6br/6R1/R7/3r4/B7/8/3k4/6K1 w - - 10 69,0.055,0.068
7n/8/8/2N1k3/8/4r3/2K2N2/4nR2 w - - 2 37,0.08,0.084
8/3n4/7K/r6n/4N3/4RN2/1k6/8 w - - 2 57,0.06599999999999999,0.064
5NR1/2r5/3n1r2/2K4R/4k3/8/8/8 w - - 8 40,-0.07400000000000001,-0.05399999999999999
n1k5/8/8/7K/3B2R1/3N4/3br3/8 w - - 7 64,0.051000000000000004,0.06799999999999999
8/8/1n6/2NB1K2/4b3/8/B4kb1/8 w - - 5 56,0.077,0.056
2nB4/3N3b/1K6/8/R7/2k5/8/6r1 w - - 5 31,0.07500000000000001,0.045
b7/5B2/4Nn2/8/1KR5/8/5k2/4r3 w - - 5 36,0.059,0.043000000000000003
8/2b5/6B1/2K2n2/8/5N2/1kq5/5Q2 w - - 20 68,-0.04699999999999999,-0.028999999999999998
8/8/k3n3/N6Q/4N3/q7/3K4/1n6 w - - 2 32,-0.036,-0.066
N7/8/4q3/n6n/8/5k2/5N2/2Q3K1 w - - 7 31,0.05,0.03
2n5/8/R3K3/3N4/1B6/8/6b1/1kr5 w - - 3 60,0.066,0.04
8/7r/1R6/8/1R1r4/B1k2K2/8/3b4 w - - 2 45,-0.047,-0.0050000000000000044
3bq2r/Q7/8/K1B5/2R5/8/3k4/8 w - - 4 53,0.040999999999999995,0.04000000000000001
3b1b2/2rk4/B7/4R3/2K5/4B3/8/8 w - - 16 62,0.052,0.09799999999999999
8/b2q3n/8/1K6/1B6/5Q2/8/k6N w - - 13 49,0.075,0.05499999999999999
8/8/8/5KR1/2N5/B7/2k3b1/n5r1 w - - 22 69,0.077,0.044
8/1N6/5rn1/3K4/2b5/1k6/8/2R4B w - - 12 55,0.074,0.05499999999999999
n7/8/2B5/5k2/8/r2b4/3N2R1/4K3 w - - 1 49,0.056999999999999995,0.09699999999999999
5n2/2N1N3/2K5/8/B1n5/8/3b4/5k2 w - - 8 52,0.089,0.061
n4K2/8/8/N2k4/3bq3/Q1B5/8/8 w - - 7 36,0.056999999999999995,0.079
K3r3/8/8/7b/8/2R5/3N1Bnk/8 w - - 0 69,0.09,0.06999999999999999
7n/7b/8/8/7k/NR2BK2/7r/8 w - - 12 43,0.051000000000000004,0.056
8/5q2/1N2k2B/2n5/6K1/2Q5/5b2/8 w - - 7 40,0.052000000000000005,0.051
k5r1/8/6b1/1K1n4/B7/8/1R2N3/8 w - - 2 67,0.065,0.077
3B4/bk6/4r3/8/6R1/5KB1/8/3b4 w - - 10 57,-0.06699999999999999,-0.049
r2k4/3B4/8/1Q5R/8/8/5K2/q3b3 w - - 0 44,-0.036,-0.035
8/1K6/8/2N5/8/4N1nk/1n4b1/5B2 w - - 0 34,0.1,0.072
4B3/k5b1/r7/3R4/6B1/8/8/2b2K2 w - - 8 39,0.116,0.051
8/3r4/8/3K4/6NB/8/n1b2R2/3k4 w - - 6 34,0.09,0.11
3k1b2/8/4nr2/R7/B3KN2/8/8/8 w - - 8 45,0.044,0.093
1K6/6N1/8/6Q1/2q2B2/8/2k5/1b5n w - - 14 62,0.08600000000000001,0.057999999999999996
8/2n1q3/6k1/Q7/N7/8/K2B4/4b3 w - - 15 48,0.075,0.104
3bb3/6B1/5K2/8/8/8/1k6/1r1B3R w - - 2 36,0.062,0.053000000000000005
4N3/8/1Nn1k1K1/2r5/8/n7/8/5R2 w - - 15 56,0.034,0.062
4B3/1r6/8/k5B1/8/1b6/3K3R/3b4 w - - 11 67,0.06799999999999999,0.064
4n3/3N4/2K2b1q/8/8/5Q2/k7/7B w - - 12 62,0.047999999999999994,0.045000000000000005
2B5/5b1r/4r3/8/8/8/3R2R1/1k5K w - - 6 48,0.082,0.06199999999999999
5r2/2K5/8/6Bb/8/1R6/B3k3/7b w - - 0 42,0.08,0.063
2R5/8/8/4N3/8/1k2bBnr/8/3K4 w - - 4 33,0.049,0.08199999999999999
8/7k/1R2Q3/7n/2N5/8/2qrK3/8 w - - 16 67,-0.034999999999999996,-0.05
8/3B4/6R1/2K5/8/5R2/8/1kr2b1r w - - 16 56,0.075,0.046
1b6/k6n/5Q2/5N2/1q5B/8/8/2K5 w - - 6 70,0.034999999999999996,0.085
5n2/7k/n5r1/8/7N/8/2R4N/K7 w - - 19 61,0.066,0.098
3b2K1/7Q/q7/n7/3k4/8/7N/1B6 w - - 3 36,0.05600000000000001,0.081
7b/1k6/2n1N3/8/8/Q3K1q1/8/2B5 w - - 3 44,-0.054000000000000006,-0.086
6N1/2Q5/8/8/2N5/4K2k/q2n4/6n1 w - - 12 65,0.075,0.05
b7/8/k7/5q2/1K6/1B6/2n5/3QN3 w - - 5 55,0.075,0.08600000000000001
5Q2/2b1B3/2k5/5K2/N7/7n/8/1q6 w - - 6 64,-0.051,-0.036
