,fen,original,rot180,difference
25722,2RQ2K1/8/4q3/8/n1r3k1/3N4/8/8 w - - 1 32,-0.044,-0.0379999999999999,0.0060000000000000955
47524,1R2b3/3k2K1/8/8/5B2/2r5/6r1/7R w - - 15 50,0.0539999999999999,0.06,0.0060000000000000955
21852,8/q7/5kN1/8/7K/7n/4NnQ1/8 w - - 3 38,0.0469999999999999,0.053,0.0060000000000000955
31122,8/1q5B/3K4/1b6/1k6/7Q/r7/4R3 w - - 5 40,0.0549999999999999,0.061,0.0060000000000000955
28363,1rb5/8/8/6KQ/4R3/2k1B1q1/8/8 w - - 13 49,0.0379999999999999,0.044,0.0060000000000000955
48296,r7/8/3b4/1k6/8/2R5/5BRr/6K1 w - - 14 57,0.0529999999999999,0.059,0.0060000000000000955
25293,7B/8/8/nk5B/b6N/2K5/8/b7 w - - 9 60,-0.0799999999999999,-0.086,0.006000000000000089
49447,k4n2/8/3R4/1K2B3/8/5N2/8/1r4b1 w - - 6 59,0.0819999999999999,0.088,0.006000000000000089
15045,7r/1R6/3RK2k/8/6B1/8/8/5rb1 w - - 4 38,0.141,0.1349999999999999,0.006000000000000089
49714,6b1/8/2K5/8/kn6/2Q5/7q/1BN5 w - - 1 33,-0.0819999999999999,-0.088,0.006000000000000089
15170,1n1N4/8/b7/2B5/3K4/8/Q7/4q1k1 w - - 4 45,0.087,0.0809999999999999,0.006000000000000089
13043,3R4/2r5/2b3R1/8/k7/1r4K1/2B5/8 w - - 2 36,0.141,0.1349999999999999,0.006000000000000089
16171,6r1/3k3N/3b4/7B/R7/8/8/4n1K1 w - - 9 39,0.0969999999999999,0.103,0.006000000000000089
27519,3rn3/8/4R3/2R5/5r1K/8/1k6/2N5 w - - 9 40,0.204,0.1979999999999999,0.006000000000000089
36538,7B/8/q7/7k/7b/K4b2/3Q1B2/8 w - - 2 44,-0.176,-0.1699999999999999,0.006000000000000089
14468,k1n5/8/4N3/8/4N2R/5K2/8/1r3n2 w - - 0 66,0.144,0.1379999999999999,0.006000000000000089
20548,5k2/1r6/4R3/5q2/7n/3K4/Q1N5/8 w - - 11 38,-0.1689999999999999,-0.175,0.006000000000000089
42497,8/4k3/q6N/8/8/7Q/4b3/n1K2B2 w - - 14 69,0.1349999999999999,0.141,0.006000000000000089
25528,8/8/8/3br3/3n1k1B/K1N5/8/4R3 w - - 3 39,0.073,0.0669999999999999,0.006000000000000089
42914,1n2B2K/3R4/8/8/2k5/5N2/8/2r3b1 w - - 10 52,0.173,0.1669999999999999,0.006000000000000089
49111,8/8/6b1/3k2NK/1n6/3q4/4BQ2/8 w - - 7 33,0.118,0.1119999999999999,0.006000000000000089
27454,8/nq6/3k4/8/7Q/8/5Kb1/2B3N1 w - - 11 56,0.176,0.1699999999999999,0.006000000000000089
35544,2r3q1/8/N4Q2/8/8/5R2/n7/1k4K1 w - - 20 70,-0.088,-0.0819999999999999,0.006000000000000089
18890,4q3/8/4N1n1/1K1Q3n/7k/3N4/8/8 w - - 0 69,0.205,0.1989999999999999,0.006000000000000089
17019,Bn6/7b/2Q1N2q/8/8/8/8/k3K3 w - - 10 56,0.236,0.2299999999999999,0.006000000000000089
11579,8/8/4B3/5Q2/7B/1b6/qk1b4/6K1 w - - 2 57,0.176,0.1699999999999999,0.006000000000000089
20642,q7/2B5/8/6rk/6R1/3b1K2/8/6Q1 w - - 1 52,-0.283,-0.2769999999999999,0.006000000000000061
14389,r5nK/8/6k1/2R3n1/6N1/8/1N6/8 w - - 2 65,-0.346,-0.3399999999999999,0.006000000000000061
2721,8/6r1/1B4b1/7K/1N6/8/4R3/k4n2 w - - 9 51,0.4019999999999999,0.408,0.006000000000000061
10850,8/2NKnk2/8/8/8/Q6B/b4q2/8 w - - 12 45,0.349,0.3429999999999999,0.006000000000000061
2269,3R4/5q2/8/5r1k/b7/2QB4/K7/8 w - - 13 42,0.287,0.2809999999999999,0.006000000000000061
8897,4n3/k7/1b6/5K2/8/3q4/2N3B1/1Q6 w - - 3 36,-0.2799999999999999,-0.286,0.006000000000000061
25341,8/2r3n1/7k/1K6/4b3/5R2/8/5N1B w - - 7 66,0.348,0.3419999999999999,0.006000000000000061
11812,8/6k1/2K3r1/3R4/8/1n6/7B/5N1b w - - 3 30,-0.801,-0.807,0.006000000000000005
12563,8/6r1/8/Q7/5q2/R4n2/3N4/5K1k w - - 0 58,0.127,0.121,0.006000000000000005
14325,6R1/7B/8/kr6/b4K2/8/7Q/5q2 w - - 9 34,-0.915,-0.909,0.006000000000000005
47791,8/8/8/qr3K2/7N/1k6/R6Q/1n6 w - - 3 30,-0.958,-0.952,0.006000000000000005
18554,6k1/8/2B5/5R2/Q1r5/8/4qb2/6K1 w - - 2 69,-0.847,-0.841,0.006000000000000005
37075,8/6N1/1r1q4/8/4Q3/1n1K3R/8/3k4 w - - 18 59,-0.135,-0.129,0.006000000000000005
47780,5k2/7r/7q/6K1/6Q1/6R1/1b6/3B4 w - - 5 35,-0.891,-0.897,0.006000000000000005
48613,3B2q1/3Qb3/3K1k2/8/8/2N5/7n/8 w - - 15 60,0.899,0.893,0.006000000000000005
18462,2N5/2K1B3/8/8/kn5R/8/b5r1/8 w - - 13 58,0.894,0.9,0.006000000000000005
20838,8/2R5/3r4/4R3/k7/3N4/r2K4/7n w - - 9 60,0.895,0.889,0.006000000000000005
20309,4B1k1/8/2n5/8/K4N1Q/8/8/2q4b w - - 6 49,0.944,0.95,0.006000000000000005
31070,1N1k4/1Q6/5r2/8/3q4/7R/4n3/K7 w - - 6 42,-0.845,-0.839,0.006000000000000005
48615,8/1N6/6r1/Q7/R2n4/2q5/1k6/3K4 w - - 15 63,0.902,0.896,0.006000000000000005
17525,Bb6/8/5r2/K7/6Q1/k2q4/8/7R w - - 9 30,0.882,0.876,0.006000000000000005
49088,3Q3R/1k3n2/1N6/2q5/2r5/7K/8/8 w - - 11 57,0.051,0.057,0.006000000000000005
36099,N2R4/2r1r3/5K2/8/8/k7/7n/3R4 w - - 5 67,0.916,0.922,0.006000000000000005
1917,k2BQ3/8/3N4/8/2K3qb/8/2n5/8 w - - 3 33,0.348,0.354,0.006000000000000005
22784,1b5k/r7/8/K2R4/8/8/8/3NB2n w - - 5 33,0.075,0.081,0.006000000000000005
31067,8/7n/8/2rB1b2/8/2K5/8/k1NR4 w - - 14 47,0.836,0.842,0.006000000000000005
8617,8/3q4/1B1bk3/8/5r2/5Q1R/2K5/8 w - - 1 41,0.796,0.802,0.006000000000000005
20835,8/5k2/n5r1/2q4N/8/8/7R/1K2Q3 w - - 6 43,0.965,0.959,0.006000000000000005
49398,R7/5k2/7Q/2NK4/2q1r3/8/8/4n3 w - - 9 49,0.975,0.969,0.006000000000000005
17383,8/8/1K4r1/2N5/3k4/n5q1/2R5/2Q5 w - - 3 34,-0.855,-0.861,0.006000000000000005
44181,7Q/8/2nqk2K/1R6/8/5N2/2r5/8 w - - 19 60,0.878,0.872,0.006000000000000005
18465,5R2/8/8/8/2K1RN2/8/7r/n4k1r w - - 3 32,0.907,0.913,0.006000000000000005
15138,5n2/5kq1/RQ6/8/8/2r5/8/1N4K1 w - - 4 51,-0.8089999999999999,-0.815,0.006000000000000005
15160,8/1r6/4K3/n7/6Q1/8/1q4NR/1k6 w - - 2 46,0.855,0.849,0.006000000000000005
43071,4K1b1/B7/B3k3/7N/8/8/7b/3n4 w - - 9 43,0.214,0.208,0.006000000000000005
5764,1R4R1/3B4/3K4/r4b2/7k/3r4/8/8 w - - 5 45,-0.487,-0.493,0.006000000000000005
7341,2R5/8/7k/5rq1/8/1R6/1Q6/K5r1 w - - 7 36,-0.8009999999999999,-0.7949999999999999,0.006000000000000005
43090,q1BKQ3/b7/7k/8/8/1R6/8/7r w - - 17 64,0.96,0.954,0.006000000000000005
23739,6B1/6n1/3R2N1/8/8/1r6/1kbK4/8 w - - 14 54,0.913,0.907,0.006000000000000005
3596,8/K7/7r/2Q5/6kq/2N3n1/4R3/8 w - - 17 59,0.424,0.43,0.006000000000000005
26133,8/2N5/B7/1Q6/7K/8/b1n3k1/1q6 w - - 20 64,0.91,0.916,0.006000000000000005
20282,8/1n3K2/5B2/8/8/Q1bk4/7N/4q3 w - - 12 67,0.105,0.111,0.006000000000000005
42086,6q1/8/1b1Q4/k4B2/8/8/2B1K1b1/8 w - - 3 38,0.916,0.922,0.006000000000000005
32369,2b4B/5B2/8/8/8/K6k/8/2rb1R2 w - - 3 48,0.187,0.181,0.006000000000000005
39959,4NR2/8/1R6/8/8/8/2krn3/r6K w - - 13 69,-0.246,-0.24,0.006000000000000005
23700,N7/3r4/R1b5/4n3/5k2/8/2B2K2/8 w - - 20 67,-0.773,-0.767,0.006000000000000005
47300,4q3/3N3R/4r3/4n3/2K5/8/1k6/4Q3 w - - 3 46,0.068,0.062,0.006000000000000005
18451,5r2/6n1/8/3q4/NR5Q/8/6K1/3k4 w - - 12 49,0.894,0.9,0.006000000000000005
36434,7q/1Q6/8/8/k7/4n3/2K2N2/1N3n2 w - - 1 65,0.13,0.124,0.006000000000000005
904,1Bbr4/6K1/1B2kb2/8/R7/8/8/8 w - - 7 41,-0.699,-0.693,0.006000000000000005
31042,r2k4/n7/3B1R1K/8/8/8/bN6/8 w - - 11 51,0.955,0.961,0.006000000000000005
928,8/Q4b1q/1R6/2r5/B3k3/8/8/5K2 w - - 21 66,0.936,0.93,0.006000000000000005
36298,1r6/1b2B1k1/1R6/8/8/5K2/1N6/7n w - - 4 36,0.629,0.635,0.006000000000000005
18446,1B4K1/8/6q1/8/5R2/4Q1b1/6rk/8 w - - 10 52,-0.127,-0.133,0.006000000000000005
8058,1R6/4n3/8/B6K/2r5/8/k3N3/1b6 w - - 1 53,0.379,0.385,0.006000000000000005
18445,8/2N2K2/2Q5/5k2/3R4/1q3r2/6n1/8 w - - 6 38,0.158,0.152,0.006000000000000005
11830,8/4r3/4k3/3b4/2K5/1R1B1r2/8/3R4 w - - 11 45,-0.825,-0.819,0.006000000000000005
15231,1KR1B3/8/8/8/6b1/3N3k/8/n6r w - - 3 46,0.355,0.361,0.006000000000000005
26157,8/8/k1q1r2K/1R2N3/n7/8/8/5Q2 w - - 17 55,-0.956,-0.95,0.006000000000000005
27601,8/2b2K2/8/8/k7/2BRN3/8/3n2r1 w - - 17 65,0.394,0.4,0.006000000000000005
5415,3Q4/3b4/8/2r5/8/3q4/RK6/4k2B w - - 1 34,0.842,0.848,0.006000000000000005
20270,2k3B1/8/1q1n2b1/3Q4/8/3N4/8/5K2 w - - 10 43,0.153,0.147,0.006000000000000005
22635,8/7R/1K6/3b3N/8/1n6/2B1k3/4r3 w - - 17 62,0.472,0.478,0.006000000000000005
31125,2K5/7q/7k/8/3b4/NB1n4/6Q1/8 w - - 10 62,0.078,0.084,0.006000000000000005
17254,7R/K7/2k4N/R7/1n6/4r3/8/7r w - - 12 65,-0.067,-0.061,0.006000000000000005
48126,8/1r4B1/7B/8/4K3/5R2/6b1/3k3b w - - 10 67,-0.984,-0.99,0.006000000000000005
42213,4R3/8/1b2B2n/8/8/8/1N1k3K/4r3 w - - 17 66,0.289,0.283,0.006000000000000005
40692,8/8/R7/5k1q/2K2r2/N5n1/Q7/8 w - - 12 49,-0.869,-0.875,0.006000000000000005
38759,5K2/7N/3r4/8/nkq5/8/6R1/Q7 w - - 12 41,-0.057,-0.051,0.006000000000000005
17250,kb6/8/8/5r1K/7Q/2R5/6q1/4B3 w - - 14 61,-0.893,-0.899,0.006000000000000005
48127,4Q1K1/8/8/2R5/2R5/2rq4/8/3r2k1 w - - 3 44,0.976,0.982,0.006000000000000005
10209,8/q7/3r4/k2n3Q/8/3R4/3K4/5N2 w - - 7 51,0.376,0.37,0.006000000000000005
31184,6K1/r5r1/4R3/k7/b1R5/8/8/B7 w - - 17 54,0.903,0.897,0.006000000000000005
10507,3R4/6K1/8/6k1/8/6q1/3N4/2n1rQ2 w - - 7 40,0.19,0.184,0.006000000000000005
48633,5b2/7K/2n5/5r2/5k2/2NB4/8/1R6 w - - 4 46,0.969,0.975,0.006000000000000005
34583,8/8/8/2N1K1k1/5n2/B6r/8/R6b w - - 16 64,0.063,0.069,0.006000000000000005
48631,8/8/3Q2r1/7q/k7/3R1K2/3B4/b7 w - - 0 31,-0.973,-0.979,0.006000000000000005
37451,8/n7/4B3/2b4q/1K6/5k2/8/2QN4 w - - 10 55,0.961,0.967,0.006000000000000005
25910,7Q/8/7K/3k4/2bN1n2/2B5/8/7q w - - 11 69,-0.8119999999999999,-0.8059999999999999,0.006000000000000005
31178,1rk5/3q4/8/6b1/8/8/K5B1/R6Q w - - 2 54,0.967,0.961,0.006000000000000005
42201,6b1/5r2/2B1R3/N7/8/2K5/5kn1/8 w - - 1 38,0.093,0.087,0.006000000000000005
25918,3K4/8/1Q5R/2Nn4/5k2/2q3r1/8/8 w - - 21 68,0.927,0.933,0.006000000000000005
14145,4R2B/1bb5/4K3/5B1k/7r/8/8/8 w - - 6 58,0.907,0.901,0.006000000000000005
45572,1q6/1n2r3/6k1/8/2K5/6NR/7Q/8 w - - 10 65,1.0,0.994,0.006000000000000005
14156,8/4K3/7B/1R6/3kb2R/8/r7/r7 w - - 6 57,0.48,0.474,0.006000000000000005
18646,1N4K1/7Q/4kq2/2n5/8/6R1/4r3/8 w - - 6 30,0.915,0.909,0.006000000000000005
23867,8/6n1/2R2N2/5rr1/R7/8/5k2/3K4 w - - 11 44,0.157,0.151,0.006000000000000005
6829,8/2k5/K2bR3/4B1r1/8/1N6/4n3/8 w - - 10 35,0.661,0.655,0.006000000000000005
14171,4R3/2q5/r7/5r2/k7/3K4/8/6RQ w - - 16 66,0.996,0.99,0.006000000000000005
11559,2b5/8/8/B2N3k/5r2/1R5n/8/3K4 w - - 19 70,0.351,0.357,0.006000000000000005
11550,2r5/4b3/7K/8/2n4k/4N3/8/B3R3 w - - 3 40,0.45,0.444,0.006000000000000005
31147,1KN4q/7k/7n/1Q6/8/8/B2b4/8 w - - 3 69,0.895,0.889,0.006000000000000005
4472,QK6/8/B6r/3R2b1/8/4q3/5k2/8 w - - 2 66,-0.866,-0.86,0.006000000000000005
7925,7Q/7R/8/6kr/1q2K3/8/8/2bB4 w - - 8 39,-0.709,-0.715,0.006000000000000005
28012,2k1r3/8/8/2N2K2/8/1R6/n7/B1b5 w - - 10 63,0.858,0.852,0.006000000000000005
33960,8/1K6/B3r3/2k5/2b2R2/8/7N/3n4 w - - 14 57,0.322,0.316,0.006000000000000005
29867,8/8/5rK1/6N1/3q4/1k6/5n1Q/4R3 w - - 13 53,-0.856,-0.85,0.006000000000000005
5343,4k1q1/8/4K2Q/7R/8/8/r1r5/4R3 w - - 5 40,0.887,0.881,0.006000000000000005
18756,4k3/5q2/1K6/R7/8/4B3/rb5Q/8 w - - 15 54,0.915,0.909,0.006000000000000005
5956,8/6n1/q7/8/8/8/n2k1N1Q/1K4N1 w - - 12 50,0.905,0.899,0.006000000000000005
42958,8/8/1Q3R2/4k2K/8/8/1r1q4/Nn6 w - - 6 64,0.863,0.869,0.006000000000000005
23946,8/6R1/8/6b1/4NK2/8/8/1B1kn1r1 w - - 6 44,0.531,0.525,0.006000000000000005
20124,1k2n3/8/1K6/8/6R1/4q3/3r4/2Q1N3 w - - 3 69,-0.952,-0.958,0.006000000000000005
29879,1k6/8/K3b3/8/R2Br3/3N1n2/8/8 w - - 11 40,0.966,0.96,0.006000000000000005
17215,8/8/R7/4N1K1/2N3n1/8/5kr1/6n1 w - - 0 61,0.758,0.764,0.006000000000000005
3466,4q3/1r5k/8/1r6/3K1RR1/5Q2/8/8 w - - 13 51,0.9,0.906,0.006000000000000005
5947,8/5r2/8/k6N/n6R/6K1/b4B2/8 w - - 17 59,0.373,0.367,0.006000000000000005
31209,4r3/7R/r7/8/1R5K/5k2/6n1/7N w - - 8 42,-0.142,-0.148,0.006000000000000005
982,5R2/6K1/1qn1Q3/8/1k5r/8/8/N7 w - - 2 57,0.852,0.858,0.006000000000000005
35811,7B/3Q3N/K5b1/8/5k2/8/n7/1q6 w - - 8 53,0.111,0.105,0.006000000000000005
38776,3Bn3/3N1k2/5r2/4R3/8/b7/8/K7 w - - 10 41,0.044,0.05,0.006000000000000005
27984,6Q1/3r4/7K/1NRn1k2/8/8/1q6/8 w - - 5 46,0.838,0.844,0.006000000000000005
49540,8/n3b3/5k2/8/K5Q1/5N2/3Bq3/8 w - - 4 47,0.962,0.968,0.006000000000000005
21062,1NK1n3/5R2/8/1r6/1k6/3q4/8/Q7 w - - 4 39,0.41,0.416,0.006000000000000005
36444,4q3/4r3/8/1r1RK3/7k/Q7/5R2/8 w - - 4 54,-0.928,-0.934,0.006000000000000005
21059,8/bk6/4N3/8/5N2/1B6/8/4K1nn w - - 7 48,0.335,0.341,0.006000000000000005
23937,2N2Q2/7K/8/4q3/7n/6k1/2bB4/8 w - - 11 36,-0.853,-0.847,0.006000000000000005
23856,5B2/2Q5/8/6k1/5b2/K1R5/2r5/3q4 w - - 7 31,0.902,0.896,0.006000000000000005
47559,8/4R2N/3K4/8/8/6k1/R7/2r3rn w - - 17 68,0.058,0.052,0.006000000000000005
17379,7R/2B5/b4K2/8/5Q2/2q5/6k1/2r5 w - - 10 39,0.952,0.958,0.006000000000000005
9475,8/8/7K/8/q3r3/n5Q1/k7/2R2N2 w - - 6 32,0.909,0.903,0.006000000000000005
27787,n7/8/3B3k/6b1/6K1/7N/b3B3/8 w - - 4 68,0.797,0.803,0.006000000000000005
22631,8/1K6/8/5k1n/1RB3rb/8/8/3N4 w - - 17 63,0.931,0.925,0.006000000000000005
14334,7k/b3K3/8/8/8/3N1RB1/2n5/3r4 w - - 9 45,0.373,0.379,0.006000000000000005
18572,7r/7b/5N2/1n6/1k2B3/8/6RK/8 w - - 9 49,0.37,0.376,0.006000000000000005
32325,2N1b3/8/k4B2/8/1K5R/2n3r1/8/8 w - - 12 53,0.834,0.828,0.006000000000000005
441,3k1K2/2q5/1b6/8/4B3/2b5/2B1Q3/8 w - - 9 53,-0.924,-0.918,0.006000000000000005
36262,2r1q3/1K2R3/8/6k1/3n4/8/1N2Q3/8 w - - 9 54,0.972,0.978,0.006000000000000005
43037,8/1r5n/8/8/1k1N4/2R5/1K5B/4b3 w - - 1 35,0.969,0.963,0.006000000000000005
43038,4RB2/4K3/4N1k1/8/8/6n1/5br1/8 w - - 0 60,0.955,0.961,0.006000000000000005
48625,2B5/7k/8/2KQ4/2Rq4/4b3/8/6r1 w - - 1 47,0.984,0.99,0.006000000000000005
8044,b7/r6B/8/3K4/8/q6k/R7/1Q6 w - - 0 61,-0.905,-0.911,0.006000000000000005
26036,8/8/3K4/8/8/B7/2bqr2k/Q5R1 w - - 6 31,-0.924,-0.918,0.006000000000000005
14202,1k4n1/q7/8/8/2KbQN2/4B3/8/8 w - - 11 62,0.788,0.794,0.006000000000000005
49523,4k3/8/2b5/4K3/1R6/r2B4/8/2Nn4 w - - 2 57,0.092,0.098,0.006000000000000005
37425,1b1k4/5R2/6B1/7Q/K7/8/q4r2/8 w - - 19 61,-0.917,-0.923,0.006000000000000005
48900,1b2n1K1/8/6k1/R7/1B6/8/N1r5/8 w - - 15 62,-0.08,-0.074,0.006000000000000005
14204,8/5BK1/3b4/4r3/2R5/b1B5/7k/8 w - - 5 40,0.19,0.184,0.006000000000000005
26055,3N1K2/8/7Q/3n4/2r5/5q2/3R4/6k1 w - - 2 68,-0.104,-0.11,0.006000000000000005
15295,8/3K4/2N2R2/5Q2/1n6/k7/3r3q/8 w - - 13 43,-0.072,-0.078,0.006000000000000005
35585,2k2b2/3R4/2B5/8/1q6/1r6/1Q6/1K6 w - - 8 37,-0.961,-0.955,0.006000000000000005
37055,3r2b1/5k2/7B/8/4K3/8/1R1n3N/8 w - - 10 51,0.704,0.698,0.006000000000000005
37418,6qB/8/8/8/2k4K/8/4bn1N/Q7 w - - 9 40,0.982,0.976,0.006000000000000005
23778,8/6n1/2R5/3r4/6B1/1N6/8/2K3kb w - - 2 32,0.188,0.182,0.006000000000000005
43370,4n3/8/2k4r/5Q2/N6K/1R6/8/2q5 w - - 7 49,-0.863,-0.857,0.006000000000000005
26021,4K3/2b5/1k2b3/8/Q7/5B2/q7/3B4 w - - 4 43,0.923,0.917,0.006000000000000005
4364,8/5n2/6r1/1K6/3R3N/B7/2b4k/8 w - - 11 38,0.73,0.724,0.006000000000000005
4395,K5B1/8/3k4/Nb6/7Q/8/1n6/2q5 w - - 21 68,0.977,0.971,0.006000000000000005
32309,8/8/8/4kBR1/8/1rn2K2/4N3/b7 w - - 9 44,0.914,0.92,0.006000000000000005
7360,8/b7/r6k/1N6/2B5/3K2R1/8/1n6 w - - 7 38,0.363,0.369,0.006000000000000005
22532,3B3B/8/2bk4/2b5/3r4/3K4/7R/8 w - - 0 32,0.984,0.978,0.006000000000000005
25977,1K6/6b1/4Q3/k7/1q6/1B6/2R5/7r w - - 6 45,0.087,0.093,0.006000000000000005
27850,q1k3N1/8/8/b2n1K2/3Q2B1/8/8/8 w - - 5 34,0.174,0.18,0.006000000000000005
27847,2Q5/7K/1qN5/3k4/8/4r3/4n3/R7 w - - 12 44,0.842,0.848,0.006000000000000005
321,8/Q6R/3K4/4n1k1/2r1q3/1N6/8/8 w - - 0 65,0.82,0.826,0.006000000000000005
46021,1n2K3/8/7R/3r4/6B1/8/8/bN4k1 w - - 0 41,0.036,0.042,0.006000000000000005
42181,6Q1/8/6B1/6Bb/8/4K3/1k4b1/3q4 w - - 20 67,0.124,0.13,0.006000000000000005
11634,8/2R2Nkn/4b3/8/6r1/8/3K4/2B5 w - - 4 34,0.824,0.83,0.006000000000000005
14200,3RQ3/q7/8/2b5/8/5r2/3B4/3K3k w - - 0 42,0.956,0.95,0.006000000000000005
23837,8/7r/8/2k5/8/1n2NRQ1/3q4/1K6 w - - 7 40,0.89,0.896,0.006000000000000005
17296,4RK2/r7/1k6/1r2B3/8/5b2/8/4R3 w - - 11 54,0.904,0.91,0.006000000000000005
27803,5b2/7R/8/8/K3Bk2/8/8/1Q1r1q2 w - - 9 59,0.948,0.942,0.006000000000000005
37021,2bK1Q2/8/1B6/5R2/2q3k1/8/3r4/8 w - - 2 38,-0.952,-0.958,0.006000000000000005
7349,4R3/4K3/8/1k6/8/b5Q1/1qr4B/8 w - - 8 44,-0.792,-0.786,0.006000000000000005
23818,2Q5/4K3/8/6q1/2R5/1B3kb1/5r2/8 w - - 2 39,-0.919,-0.925,0.006000000000000005
20974,1b6/8/8/6B1/Q7/K1n5/1N2k3/4q3 w - - 8 50,0.869,0.875,0.006000000000000005
11640,BK3n2/1N6/8/8/4R3/5r2/8/2k4b w - - 7 57,0.253,0.247,0.006000000000000005
27807,B6R/8/7R/4K3/8/3r4/1r6/3b2k1 w - - 6 50,0.987,0.981,0.006000000000000005
30009,3n4/8/8/6R1/2k1N1R1/K1r5/7r/8 w - - 0 44,0.92,0.926,0.006000000000000005
11679,6R1/1r6/8/6B1/3KR3/8/1r6/b5k1 w - - 5 51,0.536,0.53,0.006000000000000005
22596,8/2Q4R/4K3/8/8/6B1/k1br4/q7 w - - 17 69,0.918,0.924,0.006000000000000005
37030,8/1RQ5/7B/8/3kq2K/4r2b/8/8 w - - 19 68,0.917,0.923,0.006000000000000005
7995,1nq5/8/6Bb/8/8/N7/3k3K/6Q1 w - - 1 41,0.934,0.928,0.006000000000000005
26278,6K1/3r2b1/8/4B1k1/2N5/8/R7/4n3 w - - 10 38,0.463,0.457,0.006000000000000005
13317,2k5/6q1/5b2/1B2QR2/7r/8/8/5K2 w - - 3 59,0.84,0.846,0.006000000000000005
35528,8/1n6/8/4N3/5r2/k5b1/4B3/3RK3 w - - 6 66,0.093,0.087,0.006000000000000005
23442,4B3/3N4/8/5n2/6r1/8/3KR3/b5k1 w - - 3 51,0.095,0.101,0.006000000000000005
41943,2K5/1q1NQ3/8/8/1r6/1n5k/8/1R6 w - - 8 37,-0.871,-0.865,0.006000000000000005
4118,1RR5/8/8/k2K4/4N2r/n7/8/7r w - - 0 61,0.436,0.43,0.006000000000000005
2030,6k1/8/2N5/8/1R2B1Kn/8/7r/6b1 w - - 8 49,0.361,0.367,0.006000000000000005
32498,1r1K4/4R3/5k2/8/2B5/1N4b1/8/1n6 w - - 6 47,-0.945,-0.951,0.006000000000000005
20664,3r3k/1Q1N4/5R2/8/8/8/1nq5/5K2 w - - 3 63,0.878,0.884,0.006000000000000005
49804,3RK3/2k5/8/8/3R1N2/1r5n/7r/8 w - - 1 35,0.896,0.902,0.006000000000000005
30799,2QK4/2B2r2/8/1q6/8/1b4R1/3k4/8 w - - 3 61,0.896,0.89,0.006000000000000005
2040,1b2N3/1B6/8/5kq1/8/8/Q2nK3/8 w - - 17 59,0.932,0.926,0.006000000000000005
32502,3k4/7r/3n4/8/1R6/8/6K1/1Q3N1q w - - 0 56,-0.909,-0.903,0.006000000000000005
3905,6q1/3R4/7r/5k2/7n/N7/8/4QK2 w - - 5 63,0.879,0.873,0.006000000000000005
30793,8/4b3/1B6/8/8/8/Q3n1N1/3k1K1q w - - 10 50,-0.893,-0.887,0.006000000000000005
49014,1B4N1/8/b7/5k2/3n3r/5K2/5R2/8 w - - 11 44,0.066,0.06,0.006000000000000005
18190,1r6/2Q2N1K/8/2n3R1/1q6/2k5/8/8 w - - 10 68,0.802,0.808,0.006000000000000005
47841,6R1/8/2N5/6N1/6k1/nK6/2n1r3/8 w - - 7 70,0.067,0.061,0.006000000000000005
12000,4qr2/3k1r2/8/7R/8/8/2R5/4K1Q1 w - - 9 30,-0.888,-0.882,0.006000000000000005
35115,7q/8/4N3/8/2n4r/2R3Q1/1k6/3K4 w - - 6 42,-0.077,-0.071,0.006000000000000005
18184,8/8/4r1NR/5q2/1k6/8/8/K1Q1n3 w - - 9 66,0.876,0.87,0.006000000000000005
30783,7R/n4K2/7B/5b2/1k6/r7/8/5N2 w - - 4 47,0.907,0.913,0.006000000000000005
40214,5qr1/K6k/8/8/8/1Q4N1/3R4/4n3 w - - 7 39,0.885,0.879,0.006000000000000005
2209,6qr/5k2/2Q5/8/8/8/K2R3r/3R4 w - - 10 41,0.124,0.118,0.006000000000000005
14645,b7/7Q/5N2/2q5/5B2/8/2n2k1K/8 w - - 0 36,0.933,0.927,0.006000000000000005
37198,N7/2K2B2/8/4k3/8/b4Q2/8/q1n5 w - - 15 67,0.852,0.846,0.006000000000000005
2208,2q5/5n2/N5QK/1k3r2/8/8/8/7R w - - 6 59,-0.323,-0.317,0.006000000000000005
34500,8/8/7q/b7/5KQ1/8/2N1Bn2/7k w - - 1 62,-0.973,-0.979,0.006000000000000005
27063,4q2k/8/1Q6/5K2/r2N4/3R4/4n3/8 w - - 10 42,0.859,0.853,0.006000000000000005
676,5Q1R/n4N2/1k4q1/8/8/8/1K6/6r1 w - - 3 58,0.692,0.698,0.006000000000000005
26615,4rbk1/2R5/7r/2R5/8/7K/7B/8 w - - 1 67,-0.857,-0.863,0.006000000000000005
8414,8/3q4/7n/3B4/5N1k/K2Q4/5b2/8 w - - 17 63,0.15,0.144,0.006000000000000005
36273,1k6/2r5/8/5K2/3q4/8/1b1B4/2Q2R2 w - - 3 39,-0.914,-0.92,0.006000000000000005
41788,7b/2R5/7k/1B6/5K2/6r1/8/3Bb3 w - - 1 60,0.077,0.071,0.006000000000000005
40411,n4b1N/8/k7/6R1/8/8/B1K5/4r3 w - - 5 70,0.071,0.077,0.006000000000000005
23493,8/2kr4/5K2/b7/6r1/8/2B4R/3R4 w - - 10 47,0.959,0.953,0.006000000000000005
11984,8/4N2k/8/4b3/8/RB1n4/K6r/8 w - - 2 35,-0.866,-0.86,0.006000000000000005
47831,4k3/5q2/8/8/7N/8/n1Q2n1K/N7 w - - 7 41,0.074,0.08,0.006000000000000005
