CONFIGURATION:
experiment file = experiments/transformation_invariance_testing.py
git branch = main
git commit hash = 89efbbfa12241eb7b13b5f2f3bd8c534d7a9f1d5
uncommitted changes = True
seed = 42
engine_config_name = stockfish_classic_local_81000_nodes.ini
data_config_name = fens_board_transformations.ini
address = 127.0.0.1
port = 60004
password = password
remove_pawns = False
num_positions = 50000
transformations = ['rot90', 'rot180', 'rot270', 'flip_diag', 'flip_anti_diag', 'flip_hor', 'flip_vert']
result_subdir = 

fen,original,rot90,rot180,rot270,flip_diag,flip_anti_diag,flip_hor,flip_vert
q3B3/4Q3/8/3b4/8/6r1/1k1KR3/8 w - - 7 69,31994,2965,3081,3326,3298,3326,31994,2816
8/8/8/k3K1Q1/6B1/2R5/3r4/1q2b3 w - - 10 38,31990,31992,31992,31992,31988,31992,31992,31990
8/1r4B1/7B/8/4K3/5R2/6b1/3k3b w - - 10 67,-177,-181,-180,-184,-173,-187,-181,-179
4Q1K1/8/8/2R5/2R5/2rq4/8/3r2k1 w - - 3 44,368,352,350,347,348,355,351,347
2Q1K3/8/8/3k2B1/8/8/bq1N4/n7 w - - 2 42,533,3208,475,524,494,870,3086,922
N7/8/5q2/4rn2/6k1/1Q6/2R5/4K3 w - - 6 69,-512,-480,-496,-337,-368,-499,-477,-464
8/5K2/8/3QB3/7k/qb2N3/8/4n3 w - - 4 48,5,13,4,0,8,11,16,0
N7/8/N7/8/2k5/3nK3/b7/1n3B2 w - - 10 33,26,24,29,22,12,23,32,23
n7/8/3B4/8/K4n2/6k1/2N5/3bN3 w - - 7 46,7,7,3,3,0,0,0,0
k7/8/1q4K1/4RQ2/n7/2r4N/8/8 w - - 12 65,34,32,8,24,30,24,33,51
3R4/6r1/1N4n1/5r2/1R6/5K2/k7/8 w - - 0 33,0,0,0,0,3,0,0,3
3K3R/6n1/3b4/3r3B/1k6/8/8/5N2 w - - 8 35,-32,-16,-23,-29,-35,-31,-39,-27
2N2bk1/1q6/n7/8/3B4/K6Q/8/8 w - - 2 60,-7,-11,-11,-7,-11,-11,-11,-11
8/8/2R5/7q/6r1/1K5n/Q2N4/7k w - - 13 50,21,39,34,9,1,25,54,39
6k1/2B1R3/3N3b/8/6K1/8/2rn4/8 w - - 1 55,0,7,3,4,3,7,0,8
1r4B1/1b6/8/k7/7K/3r4/1R4R1/8 w - - 17 69,22,12,30,36,29,17,22,34
6B1/6K1/2q4N/8/n6k/5b2/8/1Q6 w - - 8 50,34,32,16,24,28,44,40,0
2r5/6b1/4R3/K7/8/7k/B4R2/3r4 w - - 7 51,0,0,0,0,0,0,0,0
1KQ5/N7/5B1b/8/8/3k4/3n4/3q4 w - - 5 42,8,22,8,45,31,22,0,33
1k6/1b6/8/r2q4/8/7Q/3B4/3K1R2 w - - 4 68,0,0,0,0,0,0,0,0
7k/2R5/B6b/8/7r/8/5K2/1n2N3 w - - 8 51,0,15,5,8,11,10,0,16
7B/1b1N4/7k/6n1/8/5r2/R5K1/8 w - - 4 67,-27,-26,-29,-34,-37,-14,-25,-20
6r1/b7/4K3/Bn1N1R2/8/8/2k5/8 w - - 3 65,14,43,14,14,14,14,13,13
1QK5/8/3R4/6b1/8/8/1B2k3/2r4q w - - 12 40,10,10,10,10,10,10,10,10
4Nn2/8/4k3/4r3/1b6/7K/8/B1R5 w - - 9 47,23,19,24,24,23,19,22,27
7n/4k3/K3q3/1R6/Q7/2r5/5N2/8 w - - 5 59,0,0,0,0,0,0,0,0
7K/1N1nk3/8/8/6r1/8/5R2/1b2B3 w - - 11 70,-17,-8,-3,-12,-17,-10,-11,-18
1Q6/8/7B/3b4/1K6/2B5/q5b1/1k6 w - - 7 64,0,0,0,0,0,0,0,0
6r1/8/5KB1/8/8/1k4r1/b7/3R3R w - - 7 39,43,27,35,35,39,37,36,32
8/8/7K/B4br1/7k/4R1Nn/8/8 w - - 0 60,26,21,19,22,26,26,22,15
8/3B4/8/q4N1k/8/8/b3K1Q1/2n5 w - - 7 47,0,0,0,0,0,0,0,0
1n6/8/3r4/5K2/8/Nk6/1r6/R5R1 w - - 7 30,11,22,4,32,8,27,0,23
8/1B1Q4/3B4/8/8/8/2b5/q1kb2K1 w - - 9 55,26,0,0,4,0,0,14,0
5B2/K4b2/2r5/2B5/7R/8/6k1/6b1 w - - 18 69,71,73,69,70,63,79,73,69
5k2/q3n3/8/4b3/K7/8/8/2QN3B w - - 13 58,-46,-39,-49,-21,-50,-61,-41,-77
8/B4R2/n3N3/r7/8/8/K3k3/3b4 w - - 9 53,27,12,14,13,18,11,11,0
k7/6r1/8/5Rn1/2b2B2/5K2/6N1/8 w - - 11 39,49,50,49,47,49,42,46,47
q2n1K2/5NQ1/8/8/7n/5k2/8/7N w - - 16 65,37,18,66,43,42,35,64,46
1bn4B/8/1k6/7K/5r2/8/2N5/4R3 w - - 2 50,11,11,11,11,11,11,11,11
r7/6R1/5r2/4N3/1R6/5K2/3k4/7n w - - 12 66,35,38,40,38,42,34,34,41
RB5N/8/1k3K2/8/1n6/8/1b6/4r3 w - - 14 58,-39,-42,-47,-43,-46,-42,-43,-47
3b1r2/8/8/1N5K/8/8/1k4B1/n2R4 w - - 11 39,0,0,0,4,10,0,4,1
3q2n1/8/n7/8/N7/K7/6k1/Q2N4 w - - 7 35,63,61,36,41,62,47,52,27
6b1/8/2Q2K2/8/7R/3r4/6B1/qk6 w - - 4 46,0,0,0,0,4,0,0,0
B1k4b/8/1R1K4/8/1N6/8/4rn2/8 w - - 1 67,11,19,22,18,8,24,11,15
5Q2/q7/2B1N3/4b2K/8/8/8/4n1k1 w - - 5 42,24,11,11,23,31,12,20,12
1r6/4b3/1K2k3/2R5/8/1n6/8/5B1N w - - 0 44,-8,-19,-12,-15,-7,-24,-14,-7
8/2rB1R1N/8/8/2nkb3/8/8/K7 w - - 10 37,-8,-11,-11,-7,-11,-11,-14,-11
8/4N1k1/5n2/R3B1b1/5r2/8/5K2/8 w - - 3 60,26,31,31,30,31,30,26,30
8/N5B1/5K2/8/1R6/8/2r1n3/k4b2 w - - 12 45,3,0,4,8,16,11,7,3
8/7K/4b2r/6k1/1n6/R7/8/3N1B2 w - - 3 44,-15,-16,-18,-11,-19,-12,-15,-12
B6b/7n/8/7N/2Q1K3/7k/8/6q1 w - - 18 62,11,11,11,0,7,11,5,11
2B2RK1/R7/8/1rk3b1/8/8/7r/8 w - - 3 42,13,14,15,13,11,8,4,19
1NK1B3/6k1/8/8/3b4/5nq1/Q7/8 w - - 10 35,11,11,41,7,7,11,15,16
8/6r1/k7/8/7b/K5n1/R1N3B1/8 w - - 10 41,25,40,39,32,29,36,35,35
5r1n/8/5K2/R1Nk4/8/3Nn3/8/8 w - - 5 41,26,29,8,20,36,37,31,28
8/8/1K3q2/8/1NR5/8/Q3n3/3k3r w - - 17 58,20,12,20,130,21,34,14,0
1K6/8/5Q2/7q/3B4/8/k3b2n/7N w - - 8 37,7,7,3,7,24,7,7,7
3R4/8/1n2N3/8/6r1/k2N3n/8/3K4 w - - 6 35,4,7,9,7,8,0,19,3
8/2N3r1/3K1b2/7R/8/8/6k1/1B4n1 w - - 9 51,13,12,4,0,0,8,14,0
1Q6/4q3/8/1b6/5B2/4BK2/k7/5b2 w - - 5 64,0,0,0,0,0,0,0,0
2kN2B1/4nK2/1Q6/8/7q/6b1/8/8 w - - 1 30,0,0,0,0,0,0,0,0
4br2/3K4/3R4/2k5/B7/6n1/8/6N1 w - - 4 47,-14,-11,-11,-12,-15,-14,-11,-11
1B6/7R/4b3/7B/b5K1/8/2r3k1/8 w - - 2 37,4,9,0,0,7,4,12,0
3K1R2/8/1k1B1r2/8/8/6Q1/1q4b1/8 w - - 3 43,6,6,18,6,6,0,10,6
8/R6B/3N4/8/5n2/5K2/8/2b1r2k w - - 8 35,6,5,0,6,0,4,4,3
8/B2K4/8/3N1R2/2r5/8/3n3b/2k5 w - - 10 33,20,8,0,16,24,22,10,11
7b/8/6K1/3B4/8/4R1r1/1k1B3b/8 w - - 11 70,0,0,0,0,0,0,0,0
5q2/3B4/2Q5/3N4/3b4/7K/8/3n2k1 w - - 1 49,11,11,11,11,11,11,11,11
8/4R3/8/r7/b3N1nk/8/4K1B1/8 w - - 6 57,8,12,8,5,0,9,9,11
4B1k1/7b/7b/4R3/8/8/4KB2/7r w - - 3 50,16,20,8,9,26,21,0,14
8/8/N7/5K2/b2n4/3r4/5BR1/k7 w - - 7 67,11,6,7,11,11,11,7,3
8/B5bQ/b7/6B1/8/4K3/kq6/8 w - - 8 57,0,0,0,0,-4,0,0,0
5n1r/2k5/3q4/5R2/3N4/4Q3/8/7K w - - 19 60,0,0,43,0,42,0,0,12
2R5/7b/2K5/5k2/1B6/7q/2r5/6Q1 w - - 1 58,0,-3,0,0,0,0,-7,0
1B1b2B1/8/8/3K3N/2n5/1k2b3/8/8 w - - 0 68,7,7,7,11,11,7,7,8
2N4n/8/8/R3N2n/8/6K1/1r6/3k4 w - - 1 54,37,37,16,28,37,44,52,24
5K2/8/R4b2/2N4n/6B1/8/8/1k5r w - - 14 69,27,20,13,27,39,24,29,22
8/5R2/BK4N1/8/8/8/2k3br/6n1 w - - 0 65,23,11,17,20,22,23,26,16
5R2/8/5K2/3N4/6n1/3N1n2/k3r3/8 w - - 3 33,12,11,8,18,17,24,11,4
k7/7K/B7/8/b6N/7R/4n3/4r3 w - - 7 39,43,28,44,39,42,36,43,45
8/8/6b1/1B4k1/5n2/8/1N6/2Q1K2q w - - 2 36,-49,-76,-73,-48,-44,-47,-55,-62
4Knq1/8/8/5Q2/N1b5/2B1k3/8/8 w - - 5 69,0,0,0,0,0,0,0,0
8/4k3/6K1/r3b3/8/4R3/8/3N1B1n w - - 2 41,0,0,3,0,4,0,0,5
4B3/1r6/8/5k2/1r3b2/1K1R4/8/6R1 w - - 7 65,-24,-19,-14,-7,-9,-35,-14,-26
8/6b1/6k1/1QK4N/8/8/1q2B3/2n5 w - - 4 50,0,0,0,0,0,0,0,6
8/8/7k/B1bB1R2/8/8/1r6/b1K5 w - - 8 58,30,30,31,27,27,18,30,28
5R2/3b2B1/8/7B/8/3K3b/3r4/2k5 w - - 4 44,11,4,0,3,3,7,16,6
3B1b2/1K6/4kB1b/8/3Q4/8/2q5/8 w - - 15 52,0,0,20,0,0,0,0,15
Q7/8/5b2/Bb6/2q3K1/3k2B1/8/8 w - - 0 53,0,-3,-111,-43,-22,0,-67,0
6b1/k7/B7/K2n4/8/B2N4/2b5/8 w - - 3 33,0,0,0,0,3,2,0,0
1r2k3/7K/6N1/6R1/1n2r3/8/8/6R1 w - - 7 57,4,12,19,8,0,3,0,11
7r/N2N3n/2R5/5K2/1k6/8/8/3n4 w - - 9 54,43,22,18,35,30,29,33,24
8/1K3r1n/8/1B6/5N2/2b5/5R2/2k5 w - - 0 39,15,14,18,16,15,11,19,3
8/2b3k1/8/4q3/4r3/1R6/3B4/K3Q3 w - - 7 64,-51,-55,-57,-52,-55,-56,-47,-58
1N6/8/6B1/knR5/6K1/8/8/r6b w - - 3 69,12,0,14,11,11,3,14,12
2R3b1/3B1k2/3K4/6n1/8/N7/6r1/8 w - - 3 46,0,3,3,0,0,3,0,7
2B4R/8/4K3/8/r7/8/4bk2/1nN5 w - - 1 38,5,3,7,0,1,5,7,7
1QB3b1/8/8/3K1B2/7q/8/8/2k3b1 w - - 0 32,-80,-74,-72,-84,-77,-75,-65,-79
8/2R5/8/1rN4B/3K4/8/8/2bnk3 w - - 1 69,46,46,44,46,49,50,49,42
6K1/8/8/n1NR1N2/8/7k/2n5/7r w - - 18 68,16,17,6,14,8,8,17,9
8/6r1/3n3r/1R6/8/5K2/1R6/1N4k1 w - - 18 64,-34,-23,-23,-33,-27,-39,-37,-35
n7/2b5/r1k1N3/7R/1B6/8/2K5/8 w - - 4 65,4,8,20,16,8,5,0,8
1Q6/4b3/4k1B1/8/8/8/3n2K1/3q3N w - - 3 32,8,7,11,7,7,7,0,7
5q2/8/2B2b2/3Q1KbB/8/8/8/1k6 w - - 8 52,11,11,0,4,12,8,3,0
8/8/8/4RK1k/3b4/6B1/1r6/B4b2 w - - 8 66,11,11,11,11,11,11,15,12
6kq/1N2K3/7n/4n3/1Q6/8/3N4/8 w - - 6 35,-49,-34,-20,-31,-40,-42,-34,-38
4R3/r7/1k2B3/8/8/6Q1/4K3/2q2b2 w - - 3 53,0,0,0,0,0,0,0,0
8/K1k5/5qB1/nb6/8/8/8/2N3Q1 w - - 8 40,0,0,-23,0,0,0,0,-20
8/2K3b1/5kB1/8/8/1N6/6R1/5r1n w - - 11 43,29,32,28,27,18,26,21,27
r7/4b3/5n2/6k1/3N4/4K3/1B6/4R3 w - - 6 32,14,33,13,14,19,11,18,13
8/1B6/8/3R4/2N5/1nK5/7r/2kb4 w - - 13 52,3,4,0,3,0,6,8,0
4n2k/8/1N4RK/8/8/n5Nr/8/8 w - - 4 57,0,3,3,0,1,3,0,3
8/b1n5/3N4/5R2/8/7r/7B/k5K1 w - - 0 36,30,23,27,30,30,21,30,30
2n4n/k7/8/NK6/2N5/2b5/7B/8 w - - 17 56,5,5,12,8,10,8,8,8
4R3/2K5/7k/R3Br2/7r/8/4b3/8 w - - 11 40,27,38,38,30,26,35,31,27
r7/4RR2/3k4/r7/8/8/nK3N2/8 w - - 11 38,28,29,37,25,36,36,22,36
7b/1r3B2/1n6/5R2/8/K7/8/1k4N1 w - - 4 34,0,0,0,0,0,1,0,0
2k1B3/b7/8/7R/5B2/r7/4b1K1/8 w - - 17 60,0,0,0,3,0,0,0,0
6nk/8/BK6/8/1Q6/3N4/7q/3b4 w - - 8 39,20,57,62,57,53,57,62,73
4K2n/1N6/8/3R4/8/7r/8/k1N3n1 w - - 9 56,18,27,43,12,25,24,29,26
8/2q5/2bR4/3K3k/7r/2B5/8/1Q6 w - - 13 58,0,0,0,0,0,0,0,0
Q2N4/8/8/5k2/Bnq5/1b6/8/3K4 w - - 11 50,-47,-70,-92,-92,-68,-69,-49,-86
3b4/1k3B1q/8/6K1/2Q5/8/8/1b4B1 w - - 9 54,-8,-11,-15,-11,-12,-11,-11,-11
6k1/8/3q4/6BB/7Q/1b1b4/8/6K1 w - - 0 51,12,14,21,0,0,3,8,3
8/4K3/5b2/8/8/1bq5/6BQ/4k1B1 w - - 4 38,-47,-59,-59,-15,-15,-68,-53,-36
4Q3/6bn/1K2N3/8/8/2q5/7B/2k5 w - - 5 55,16,11,12,12,15,15,17,11
8/8/7B/8/3n4/K1r3N1/2b3R1/4k3 w - - 4 44,3,5,0,3,11,3,7,8
8/8/8/1N5k/5n2/Q4N2/3K4/4n2q w - - 10 49,4,7,0,0,0,0,0,0
8/3R4/8/1nr5/7B/8/8/2K1Nb1k w - - 9 57,5,0,0,0,0,10,7,0
8/8/n2N1Q2/4K3/1q6/5N2/6k1/3n4 w - - 4 34,17,13,11,10,6,36,3,8
2b1k3/8/5B2/7R/2r4N/8/1K6/7n w - - 0 39,23,26,9,23,19,22,26,27
8/4k3/3r4/3qr3/8/Q1R2R2/6K1/8 w - - 11 51,0,0,0,0,0,0,0,0
4B1N1/n7/1R6/8/2K4b/7r/8/3k4 w - - 6 52,11,18,8,9,21,15,12,7
n4N2/1n6/2k1N3/8/8/5K2/3R4/r7 w - - 0 42,25,31,39,39,36,29,27,35
4k3/8/1r3K2/7r/8/2R5/2B3b1/2R5 w - - 15 60,-22,-12,-13,-22,-22,-10,-20,-13
4KR2/r3b3/8/8/r4R2/8/3B3k/8 w - - 11 64,52,51,46,50,46,49,52,43
2k5/8/N4r2/2N5/8/R4n1K/8/5n2 w - - 11 37,0,0,0,0,10,0,0,3
1r3n2/6n1/8/N6K/5N2/8/4R3/2k5 w - - 4 43,41,31,36,39,33,12,39,10
1b6/2b5/2B5/7k/3B3r/2K2R2/8/8 w - - 3 48,24,26,26,12,15,21,12,27
8/2r5/1RN5/B5K1/2b2n2/6k1/8/8 w - - 11 51,11,7,7,11,11,7,11,7
1n3B2/4N3/5b2/4k3/2K5/6r1/8/2R5 w - - 7 53,19,33,25,17,11,14,14,31
8/3k4/2n3q1/2Q5/2N5/3r4/1K6/1R6 w - - 9 43,7,7,0,0,6,0,0,0
K7/4k3/7B/2R3R1/rr1b4/8/8/8 w - - 7 68,-3,-3,-3,0,0,-3,-7,-3
7k/1RR5/4K1r1/8/4n3/1N6/8/1r6 w - - 10 37,42,50,47,45,46,49,45,46
2b5/6Q1/8/5K2/8/4k3/3nB3/6Nq w - - 13 46,-12,-32,-17,-32,-3,-8,-101,-27
4B3/7b/8/3K4/8/Q7/7q/2B2kb1 w - - 18 57,0,3,0,0,0,0,0,0
2r5/R5R1/4N3/3K3n/8/3k4/4r3/8 w - - 9 31,21,8,0,39,3,14,11,5
1k6/N5R1/n7/7B/8/r6b/5K2/8 w - - 4 50,14,31,30,34,34,27,14,31
8/6r1/4R3/3K4/b3B2n/8/4k3/7N w - - 2 30,16,28,15,9,13,29,20,34
1k6/3K3B/8/3b4/3rr3/7R/8/2R5 w - - 15 53,31,27,35,38,34,27,34,34
8/1nQ5/5q2/8/8/B4b2/2N5/K4k2 w - - 9 37,11,0,0,0,0,0,0,4
NNK5/8/8/1k6/4R3/8/n7/2n4r w - - 2 38,22,8,14,18,15,6,13,28
8/3N1k1K/3b4/6n1/8/8/1r6/R5B1 w - - 0 43,-11,-23,-27,-22,-16,-31,-22,-20
4b3/R7/8/8/N5n1/5r2/7B/1k5K w - - 5 57,-15,-3,-15,-12,-17,-20,-18,-18
r3qQ2/7K/3Bb3/k7/7R/8/8/8 w - - 1 54,0,6,0,6,0,0,6,6
8/8/1R6/5r2/4Rr1k/8/3NK3/n7 w - - 4 44,4,11,11,7,3,11,7,8
8/8/2Q2b2/N3n1k1/8/3q4/8/2K3B1 w - - 0 67,-39,-63,-13,-61,-62,-64,-11,-13
6N1/2n5/1k6/7Q/7B/8/8/b3K2q w - - 2 55,-40,-72,-39,-77,-78,-63,-19,-56
3br3/1R6/r7/5K2/5B2/2k5/7R/8 w - - 5 55,31,28,27,37,38,23,34,33
8/3R4/B7/8/6k1/2RK4/7r/1r1b4 w - - 17 70,0,0,0,0,0,3,3,0
8/8/1k4B1/4B2Q/2b5/6b1/1K6/4q3 w - - 17 57,0,6,8,23,0,0,0,0
5N2/2n1k3/7R/r7/5R2/3r4/8/1K6 w - - 11 37,24,39,40,36,34,35,32,38
5n2/6n1/3N4/4N3/6KR/8/rk6/8 w - - 9 50,39,37,40,36,48,8,40,38
4bN2/2K5/8/5k1b/8/1BB4n/8/8 w - - 0 54,38,38,34,38,38,38,38,34
7K/k7/3b1B2/1q6/7Q/8/r7/2R5 w - - 5 49,42,32,42,46,42,39,45,41
5K2/8/8/rr5n/5k2/8/N6R/4R3 w - - 2 46,0,-7,0,-4,-11,-3,0,0
n7/3N4/8/7b/4K1k1/8/8/B4b1B w - - 15 68,11,15,12,12,12,15,12,15
4K1R1/8/b7/2B5/1n5r/k7/8/4N3 w - - 12 43,10,10,10,7,8,10,10,10
5R2/2r2B2/8/8/8/1b5B/K1k5/2b5 w - - 9 70,72,65,67,64,67,68,62,67
8/8/k6r/5b2/2K5/2R5/Nn6/5B2 w - - 3 52,39,40,42,44,43,47,44,43
8/8/8/8/2N1k3/2n1N3/7r/1RK1n3 w - - 8 31,0,0,0,0,0,0,0,0
r7/8/3b4/1k6/8/2R5/5BRr/6K1 w - - 14 57,46,41,45,46,49,42,46,46
8/8/8/6KB/b7/2B2R2/7b/1r4k1 w - - 6 33,27,27,12,12,8,23,16,5
8/3q4/8/4n3/7R/5Q2/3k3N/4r1K1 w - - 5 37,11,11,10,13,11,11,11,13
2q5/1b4K1/8/8/1B6/8/7n/Q3Nk2 w - - 12 42,21,38,46,0,0,34,38,33
7K/6B1/8/R3b3/8/4r3/6k1/Q5q1 w - - 0 47,51,47,42,49,47,54,50,45
1b6/8/3R4/2BR4/2K5/8/4k3/4r2r w - - 0 33,35,15,15,11,16,19,19,20
Q7/N7/7k/4b3/6Bn/8/q7/5K2 w - - 1 54,-13,-44,-12,-42,-32,-44,-12,-83
R7/8/8/1Rbrk3/3r4/2K5/5B2/8 w - - 13 45,46,50,50,47,46,50,45,50
3K3R/N7/3b4/7B/8/8/2n5/5r1k w - - 8 62,31,31,23,27,27,31,31,23
1Q3K2/8/N7/1n6/8/8/3kbB2/1q6 w - - 11 70,6,0,0,0,0,0,0,0
7b/8/1K4B1/B7/2N5/3n4/2b5/7k w - - 2 54,16,15,12,11,12,15,16,16
1n6/4k3/1K6/5n2/2N5/8/3N2Q1/4q3 w - - 6 50,31,16,32,8,44,44,14,11
8/3B4/8/2N5/4K2k/4R3/2n5/r3b3 w - - 4 64,12,46,50,12,18,24,26,28
1b6/7K/8/2k5/8/8/3B4/1r2nRN1 w - - 7 66,40,34,26,42,38,34,39,35
5N2/6n1/8/8/1k1K3n/4N2r/3R4/8 w - - 2 61,6,3,0,8,8,0,3,0
8/8/2K5/1B1r4/7n/3R2N1/6b1/k7 w - - 9 35,11,11,11,11,11,11,14,11
R4R2/3N4/8/6kr/8/3n4/4r1K1/8 w - - 3 49,0,0,0,0,0,0,0,0
8/8/5N1n/4B1nb/5K1k/8/8/6N1 w - - 3 51,0,0,3,0,0,0,0,0
2N2R2/8/k4K2/8/8/8/3rbB2/1n6 w - - 10 33,3,0,9,0,12,0,10,3
6K1/1n6/5N2/7B/3r1b2/8/R7/6k1 w - - 16 52,10,7,0,6,0,3,6,0
2r5/8/8/8/B2k2K1/b7/4RNn1/8 w - - 0 31,8,7,11,39,8,4,7,11
b3B3/8/n6k/2K5/3N2b1/2B5/8/8 w - - 19 61,12,16,16,11,11,15,14,11
8/7r/6N1/8/8/1K4k1/1n2q3/RQ6 w - - 9 68,42,46,46,39,39,46,43,42
8/4R3/1R6/r5k1/8/8/4K2n/1N5r w - - 11 52,37,18,17,12,24,24,22,33
K7/8/7B/1k6/3q4/8/5b1b/1BQ5 w - - 9 31,-11,-11,-11,-11,-15,-11,-11,-11
8/n2N4/8/5R2/3K4/2R5/8/1r1k3r w - - 6 32,14,13,7,9,4,20,15,2
R6N/K5k1/n7/8/r7/8/3n4/4N3 w - - 8 37,-8,-15,-11,-3,-3,-4,-7,-7
8/7q/8/4k3/3R4/5rb1/8/Q3KB2 w - - 13 61,0,0,0,0,0,0,0,0
n7/8/1K5n/5k2/4N2r/2N5/6R1/8 w - - 6 40,8,11,11,10,11,11,6,8
1B3Q2/5K2/n1q5/2N5/6k1/8/b7/8 w - - 6 34,-12,-11,-11,-15,-12,-11,-11,-11
8/1N6/2K4q/1Q6/5n2/5B2/3k1b2/8 w - - 8 52,0,0,3,11,0,15,11,0
8/2B5/r2K4/8/8/n6k/1R6/3N1b2 w - - 7 47,20,18,20,15,9,24,16,12
8/6Q1/q7/1b1k1B2/4R3/1r6/8/5K2 w - - 13 59,0,0,0,0,0,0,0,0
1n6/8/3r4/3k4/2R5/1K2R3/8/2N3r1 w - - 0 31,11,13,10,11,11,11,4,11
8/4n2r/8/1R6/7k/8/r7/1N2RK2 w - - 18 60,6,3,0,0,0,6,0,3
R7/1r4nK/6R1/2k4r/8/8/5N2/8 w - - 3 42,0,0,0,0,0,0,-7,0
8/5Q2/7K/8/8/5b1B/1B1k1q2/6b1 w - - 3 30,3,17,0,0,0,32,16,0
6B1/4q3/2Q5/8/5n2/7k/2N5/2K1b3 w - - 1 70,20,13,41,12,31,34,26,4
n7/8/1K2R2B/3r4/8/2b5/8/k1N5 w - - 2 70,34,32,16,35,40,35,38,14
8/rb6/6K1/8/5R2/1R6/3r4/kB6 w - - 0 69,2,0,0,3,4,0,0,0
3B4/K7/4k3/5r2/r7/8/1R1R4/2b5 w - - 13 43,-41,-41,-38,-33,-31,-38,-38,-31
5N2/8/8/K3Q1N1/2k5/2n5/q7/2n5 w - - 1 38,-77,-70,-72,-91,-30,-80,-95,-76
8/8/n4q2/7k/NK2Q3/3N4/7n/8 w - - 9 31,11,40,20,7,8,15,11,20
8/8/1B2b3/2K5/5q2/5b2/2Q1B3/7k w - - 9 32,0,0,0,0,0,0,0,0
8/3N4/4N3/nn4K1/r7/8/6R1/4k3 w - - 6 70,11,27,16,30,12,24,15,7
1b6/8/8/6B1/4Qn2/4N1k1/3K1q2/8 w - - 11 43,0,0,0,0,0,0,0,0
1K1k4/8/8/4q1nQ/8/1N5n/4N3/8 w - - 6 55,-31,-8,-40,-8,-19,-8,-34,-23
6Q1/2N5/8/4B3/1b4K1/8/2q5/1n5k w - - 4 31,11,9,12,7,9,11,6,3
6kb/1r4n1/2R5/8/3B4/K7/6N1/8 w - - 8 33,21,35,32,14,15,40,19,24
7B/6r1/7b/3R4/1k6/8/8/nN3K2 w - - 6 38,24,23,27,29,27,26,27,30
8/6R1/2B5/7r/8/k4N2/4K2b/1n6 w - - 5 41,11,11,12,24,11,12,12,11
1Q5K/7B/8/8/1Nn5/4q3/6k1/4b3 w - - 18 63,0,0,-7,-3,0,0,0,0
8/8/2N5/b1K1n3/k7/6Q1/4qB2/8 w - - 5 49,11,11,131,11,11,11,11,16
4N3/8/k7/5b2/n5r1/1R6/7K/B7 w - - 2 38,31,26,30,30,34,24,30,31
7b/8/1n6/2r5/6k1/5R2/3B1K2/2N5 w - - 15 50,0,0,1,0,0,0,0,0
2K5/8/6b1/Q5N1/1B6/4kn2/8/3q4 w - - 18 64,11,7,8,8,11,11,8,13
8/8/3N1k1K/6R1/5r2/3nN3/8/7n w - - 2 34,31,24,28,31,31,25,31,27
4b3/7B/8/8/6R1/2rn3N/8/4k2K w - - 10 45,0,0,0,0,0,0,0,0
7n/8/5R2/B7/1K6/8/6r1/N1kb4 w - - 1 65,8,3,3,11,7,4,7,8
8/8/3N1R1K/5N2/5k2/2r5/8/5nn1 w - - 6 58,43,39,39,43,44,39,43,38
7b/8/7K/3B1k2/R7/8/1r4N1/6n1 w - - 7 50,36,36,41,32,34,36,37,49
1N1n1k2/8/4b3/2n3N1/8/6K1/3B4/8 w - - 4 36,15,12,15,26,11,22,19,21
3n4/2b1B3/K7/8/4B3/8/k7/b4N2 w - - 1 44,18,20,8,16,24,19,18,12
8/8/4n3/8/2R5/2rnNK2/3k2N1/8 w - - 2 49,13,11,0,9,11,0,11,11
k4r2/8/8/KR3bn1/B7/8/3N4/8 w - - 17 60,8,7,11,12,11,11,11,11
4n1b1/2K5/8/3q4/5B1N/3k4/8/2Q5 w - - 6 54,0,0,0,0,0,0,0,0
8/6R1/2N1K1b1/6k1/5r2/7B/8/2n5 w - - 4 31,0,0,0,0,0,0,0,0
8/1bb5/5B2/2KR4/k7/r7/8/4B3 w - - 6 40,57,54,55,55,54,54,58,55
1K1b2q1/8/6k1/8/QB6/3N4/8/6n1 w - - 4 52,0,11,8,11,0,9,11,11
3N4/2N5/8/4n3/8/6n1/k3K2R/5r2 w - - 6 32,-38,-28,-32,-35,-39,-32,-36,-20
2kq4/8/8/4Nn2/3r2R1/2K4Q/8/8 w - - 5 52,85,95,94,103,95,81,86,95
7K/1R1R4/1B6/4b3/5r2/8/6k1/r7 w - - 0 48,-38,-19,-20,-27,-19,-23,-21,-19
8/2q1k3/7n/1Q6/N7/8/B2b4/7K w - - 7 60,8,35,20,11,12,33,12,12
5B2/8/8/7R/5B2/1bk5/1b3K2/r7 w - - 1 32,62,74,65,73,69,62,77,75
K7/7R/2N5/3r1k1B/4n3/8/8/2b5 w - - 0 34,162,156,146,149,152,161,150,149
Q7/7k/K7/8/5r2/R5q1/2N5/5n2 w - - 19 66,168,175,164,163,167,171,164,165
8/6K1/N6R/3r4/Q7/8/7n/6kq w - - 7 35,611,564,579,598,601,616,604,568
2r5/RN2Bb2/8/2n5/4k3/8/2K5/8 w - - 14 46,172,172,176,165,166,175,171,177
